Company name,State,Use case wise,Language,Region,Date,Hour,Total_calls,Connected_calls,Connected rate,Total_duration_seconds,Total_duration_minutes,Total_duration_hours,Positive disposition,Negative disposition,Other disposition,Disposed calls,Success rate,Efficiency rate,Listen Count,Listen rate
tatacapital,TELANGANA,BKT X,hindi,SOUTH,08-10-2025,11:00:00 AM,91,91,100.0,2792.0,46.5333,0.7756,28,1,62,91,31.87,100.0,28,31.868132
tatacapital,BIHAR,BKT X,unknown,EAST,08-10-2025,11:00:00 AM,202,2,0.99,177.0,2.95,0.0492,0,0,0,0,0.0,0.0,0,0.0
tatacapital,ODISHA,BKT X,hindi,EAST,08-10-2025,11:00:00 AM,67,67,100.0,1900.0,31.6667,0.5278,19,3,45,67,32.84,100.0,19,32.835821
tatacapital,BIHAR,BKT X,hindi,EAST,08-10-2025,11:00:00 AM,103,103,100.0,3409.0,56.8167,0.9469,33,3,67,103,34.95,100.0,33,34.951456
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,01:00:00 PM,158,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,GUJARAT,BKT X,hindi,WEST,08-10-2025,11:00:00 AM,162,162,100.0,4554.0,75.9,1.265,63,1,98,162,39.51,100.0,63,39.506173
tatacapital,ANDHRA PRADESH,BKT X,unknown,SOUTH,08-10-2025,11:00:00 AM,203,1,0.49,37.0,0.6167,0.0103,0,0,0,0,0.0,0.0,0,0.0
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,08-10-2025,11:00:00 AM,333,6,1.8,350.0,5.8333,0.0972,0,0,0,0,0.0,0.0,0,0.0
tatacapital,ANDHRA PRADESH,BKT X,hindi,SOUTH,08-10-2025,11:00:00 AM,62,62,100.0,1682.0,28.0333,0.4672,12,0,50,62,19.35,100.0,12,19.354839
tatacapital,RAJASTHAN,BKT X,hindi,NORTH,08-10-2025,11:00:00 AM,102,102,100.0,2980.0,49.6667,0.8278,32,0,70,102,31.37,100.0,32,31.372549
tatacapital,UTTARAKHAND,BKT X,hindi,NORTH,08-10-2025,11:00:00 AM,67,67,100.0,1889.0,31.4833,0.5247,25,1,41,67,38.81,100.0,25,38.80597
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,05:00:00 AM,53,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,DELHI,BKT X,hindi,NORTH,08-10-2025,11:00:00 AM,174,174,100.0,5316.0,88.6,1.4767,58,1,115,174,33.91,100.0,58,33.908046
tatacapital,DELHI,BKT X,unknown,NORTH,08-10-2025,11:00:00 AM,339,3,0.88,328.0,5.4667,0.0911,0,0,0,0,0.0,0.0,0,0.0
tatacapital,JAMMU AND KASHMIR,BKT X,unknown,NORTH,08-10-2025,11:00:00 AM,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,PONDICHERRY,BKT X,hindi,SOUTH,08-10-2025,11:00:00 AM,6,6,100.0,148.0,2.4667,0.0411,1,0,5,6,16.67,100.0,1,16.666667
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,02:00:00 PM,137,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,03:00:00 PM,68,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,GOA,BKT X,unknown,WEST,08-10-2025,11:00:00 AM,49,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,GOA,BKT X,hindi,WEST,08-10-2025,11:00:00 AM,20,20,100.0,444.0,7.4,0.1233,5,1,14,20,30.0,100.0,5,30.0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,04:00:00 PM,39,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,07:00:00 PM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,08:00:00 PM,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,11:00:00 PM,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,12:00:00 AM,8,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,01:00:00 AM,19,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,03:00:00 AM,32,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,02:00:00 AM,28,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UTTARAKHAND,BKT X,unknown,NORTH,08-10-2025,11:00:00 AM,139,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,04:00:00 AM,60,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,05:00:00 PM,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,07-10-2025,06:00:00 PM,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ANDHRA PRADESH,BKT X,english,SOUTH,07-10-2025,05:00:00 PM,1,1,100.0,31.0,0.5167,0.0086,0,0,1,1,0.0,100.0,0,0.0
tatacapital,GUJARAT,BKT X,unknown,WEST,08-10-2025,06:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,08-10-2025,06:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,KARNATAKA,BKT X,unknown,SOUTH,08-10-2025,07:00:00 AM,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,08-10-2025,02:00:00 PM,1229,5,0.41,308.0,5.1333,0.0856,0,0,0,0,0.0,0.0,0,0.0
tatacapital,MAHARASHTRA,BKT X,hindi,WEST,08-10-2025,02:00:00 PM,399,399,100.0,11134.0,185.5667,3.0928,120,9,270,399,32.33,100.0,120,32.330827
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,08:00:00 AM,413,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ASSAM,BKT X,unknown,EAST,08-10-2025,04:00:00 PM,1269,3,0.24,90.0,1.5,0.025,0,0,0,0,0.0,0.0,0,0.0
tatacapital,ASSAM,BKT X,hindi,EAST,08-10-2025,04:00:00 PM,293,293,100.0,7621.0,127.0167,2.1169,74,10,209,293,28.67,100.0,74,28.668942
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,08-10-2025,06:00:00 AM,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,MADHYA PRADESH,BKT X,hindi,WEST,08-10-2025,12:00:00 PM,356,356,100.0,11580.0,193.0,3.2167,153,2,201,356,43.54,100.0,153,43.539326
tatacapital,UTTARAKHAND,BKT X,unknown,NORTH,08-10-2025,12:00:00 PM,141,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ASSAM,BKT X,unknown,EAST,08-10-2025,12:00:00 PM,505,2,0.4,170.0,2.8333,0.0472,0,0,0,0,0.0,0.0,0,0.0
tatacapital,PUNJAB,BKT X,hindi,NORTH,08-10-2025,12:00:00 PM,148,148,100.0,4153.0,69.2167,1.1536,50,0,98,148,33.78,100.0,50,33.783784
tatacapital,GUJARAT,BKT X,unknown,WEST,08-10-2025,12:00:00 PM,403,1,0.25,34.0,0.5667,0.0094,0,0,0,0,0.0,0.0,0,0.0
tatacapital,HARYANA,BKT X,unknown,NORTH,08-10-2025,12:00:00 PM,259,3,1.16,84.0,1.4,0.0233,0,0,0,0,0.0,0.0,0,0.0
tatacapital,ANDHRA PRADESH,BKT X,telugu,SOUTH,08-10-2025,11:00:00 AM,1,1,100.0,46.0,0.7667,0.0128,0,0,1,1,0.0,100.0,0,0.0
tatacapital,ASSAM,BKT X,unknown,EAST,08-10-2025,02:00:00 PM,1151,7,0.61,503.0,8.3833,0.1397,0,0,1,1,0.0,14.29,0,0.0
tatacapital,ASSAM,BKT X,hindi,EAST,08-10-2025,02:00:00 PM,328,328,100.0,9076.0,151.2667,2.5211,85,3,240,328,26.83,100.0,85,26.829268
tatacapital,UNKNOWN,UNKNOWN,unknown,UNKNOWN,08-10-2025,09:00:00 AM,356,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,CHHATTISGARH,BKT X,unknown,WEST,08-10-2025,12:00:00 PM,130,2,1.54,69.0,1.15,0.0192,0,0,0,0,0.0,0.0,0,0.0
tatacapital,WEST BENGAL,BKT X,hindi,EAST,08-10-2025,12:00:00 PM,506,506,100.0,15409.0,256.8167,4.2803,199,3,304,506,39.92,100.0,199,39.920949
tatacapital,JHARKHAND,BKT X,hindi,EAST,08-10-2025,12:00:00 PM,110,110,100.0,3851.0,64.1833,1.0697,53,0,57,110,48.18,100.0,53,48.181818
tatacapital,HARYANA,BKT X,hindi,NORTH,08-10-2025,12:00:00 PM,113,113,100.0,3207.0,53.45,0.8908,38,3,72,113,36.28,100.0,38,36.283186
tatacapital,KERALA,BKT X,hindi,SOUTH,08-10-2025,12:00:00 PM,192,192,100.0,4112.0,68.5333,1.1422,26,2,164,192,14.58,100.0,26,14.583333
tatacapital,UTTAR PRADESH,BKT X,unknown,NORTH,04-07-2025,03:00:00 PM,10,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ODISHA,BKT X,unknown,EAST,04-07-2025,06:00:00 PM,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ODISHA,BKT X,unknown,EAST,04-07-2025,03:00:00 PM,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,04-07-2025,06:00:00 PM,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,WEST BENGAL,BKT X,english,EAST,05-07-2025,10:00:00 AM,25,25,100.0,660.0,11.0,0.1833,0,0,25,25,0.0,100.0,0,0.0
tatacapital,DELHI,BKT X,hindi,NORTH,05-07-2025,09:00:00 AM,11,11,100.0,763.0,12.7167,0.2119,5,0,6,11,45.45,100.0,5,45.454545
tatacapital,GUJARAT,BKT X,unknown,WEST,06-07-2025,01:00:00 PM,549,180,32.79,4288.0,71.4667,1.1911,0,0,176,176,0.0,97.78,0,0.0
tatacapital,RAJASTHAN,BKT X,unknown,NORTH,06-07-2025,12:00:00 PM,91,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,06-07-2025,09:00:00 AM,534,22,4.12,632.0,10.5333,0.1756,0,0,19,19,0.0,86.36,0,0.0
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,06-07-2025,01:00:00 PM,1402,473,33.74,11160.0,186.0,3.1,0,0,464,464,0.0,98.1,0,0.0
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,06-07-2025,01:00:00 PM,1127,368,32.65,11183.0,186.3833,3.1064,0,0,365,365,0.0,99.18,0,0.0
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,06-07-2025,10:00:00 AM,803,34,4.23,1050.0,17.5,0.2917,0,0,22,22,0.0,64.71,0,0.0
tatacapital,KARNATAKA,BKT X,unknown,SOUTH,06-07-2025,11:00:00 AM,77,1,1.3,146.0,2.4333,0.0406,0,0,0,0,0.0,0.0,0,0.0
tatacapital,UTTAR PRADESH,BKT X,hindi,NORTH,06-07-2025,12:00:00 PM,81,81,100.0,2883.0,48.05,0.8008,37,1,43,81,46.91,100.0,37,46.91358
tatacapital,TELANGANA,BKT X,unknown,SOUTH,06-07-2025,10:00:00 AM,8,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,PUNJAB,BKT X,hindi,NORTH,06-07-2025,10:00:00 AM,131,131,100.0,4649.0,77.4833,1.2914,35,1,95,131,27.48,100.0,35,27.480916
tatacapital,MADHYA PRADESH,BKT X,hindi,WEST,06-07-2025,10:00:00 AM,124,124,100.0,4696.0,78.2667,1.3044,55,2,67,124,45.97,100.0,55,45.967742
tatacapital,MADHYA PRADESH,BKT X,hindi,WEST,06-07-2025,11:00:00 AM,15,15,100.0,579.0,9.65,0.1608,9,0,6,15,60.0,100.0,9,60.0
tatacapital,MAHARASHTRA,BKT X,hindi,WEST,06-07-2025,10:00:00 AM,462,462,100.0,16537.0,275.6167,4.5936,167,1,294,462,36.36,100.0,167,36.363636
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,06-07-2025,10:00:00 AM,202,1,0.5,30.0,0.5,0.0083,0,0,0,0,0.0,0.0,0,0.0
tatacapital,PUNJAB,BKT X,unknown,NORTH,06-07-2025,10:00:00 AM,213,16,7.51,553.0,9.2167,0.1536,0,0,11,11,0.0,68.75,0,0.0
tatacapital,TAMIL NADU,BKT X,unknown,SOUTH,06-07-2025,11:00:00 AM,64,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,CHHATTISGARH,BKT X,unknown,WEST,06-07-2025,01:00:00 PM,80,23,28.75,501.0,8.35,0.1392,0,0,23,23,0.0,100.0,0,0.0
tatacapital,GUJARAT,BKT X,hindi,WEST,06-07-2025,01:00:00 PM,129,129,100.0,4712.0,78.5333,1.3089,43,0,86,129,33.33,100.0,43,33.333333
tatacapital,WEST BENGAL,BKT X,hindi,EAST,06-07-2025,11:00:00 AM,48,48,100.0,1496.0,24.9333,0.4156,18,0,30,48,37.5,100.0,18,37.5
tatacapital,KERALA,BKT X,unknown,SOUTH,06-07-2025,11:00:00 AM,39,1,2.56,150.0,2.5,0.0417,0,0,1,1,0.0,100.0,0,0.0
tatacapital,WEST BENGAL,BKT X,unknown,EAST,06-07-2025,11:00:00 AM,70,1,1.43,79.0,1.3167,0.0219,0,0,0,0,0.0,0.0,0,0.0
tatacapital,TELANGANA,BKT X,unknown,SOUTH,06-07-2025,12:00:00 PM,25,1,4.0,32.0,0.5333,0.0089,0,0,0,0,0.0,0.0,0,0.0
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,06-07-2025,09:00:00 AM,399,11,2.76,349.0,5.8167,0.0969,0,0,5,5,0.0,45.45,0,0.0
tatacapital,RAJASTHAN,BKT X,unknown,NORTH,06-07-2025,01:00:00 PM,312,106,33.97,2586.0,43.1,0.7183,0,0,105,105,0.0,99.06,0,0.0
tatacapital,MAHARASHTRA,BKT X,hindi,WEST,06-07-2025,09:00:00 AM,355,355,100.0,12109.0,201.8167,3.3636,129,3,223,355,37.18,100.0,129,37.183099
tatacapital,MADHYA PRADESH,BKT X,hindi,WEST,06-07-2025,01:00:00 PM,261,261,100.0,9653.0,160.8833,2.6814,112,1,148,261,43.3,100.0,112,43.295019
tatacapital,KARNATAKA,BKT X CHARGES,unknown,SOUTH,09-07-2025,12:00:00 PM,63,3,4.76,120.0,2.0,0.0333,0,0,2,2,0.0,66.67,0,0.0
tatacapital,UTTAR PRADESH,BKT X,hindi,NORTH,06-07-2025,10:00:00 AM,212,212,100.0,8448.0,140.8,2.3467,80,2,130,212,38.68,100.0,80,38.679245
tatacapital,KERALA,BKT X,hindi,SOUTH,06-07-2025,12:00:00 PM,77,77,100.0,1985.0,33.0833,0.5514,6,0,71,77,7.79,100.0,6,7.792208
tatacapital,GUJARAT,BKT X,hindi,WEST,06-07-2025,11:00:00 AM,30,30,100.0,857.0,14.2833,0.2381,8,1,21,30,30.0,100.0,8,30.0
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,06-07-2025,11:00:00 AM,175,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,KARNATAKA,BKT X,unknown,SOUTH,06-07-2025,12:00:00 PM,119,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ODISHA,BKT X,hindi,EAST,08-10-2025,12:00:00 PM,160,160,100.0,5320.0,88.6667,1.4778,66,2,92,160,42.5,100.0,66,42.5
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,08-10-2025,12:00:00 PM,704,3,0.43,143.0,2.3833,0.0397,0,0,0,0,0.0,0.0,0,0.0
tatacapital,GUJARAT,BKT X,hindi,WEST,08-10-2025,12:00:00 PM,160,160,100.0,4448.0,74.1333,1.2356,52,4,104,160,35.0,100.0,52,35.0
tatacapital,HIMACHAL PRADESH,BKT X,hindi,NORTH,08-10-2025,12:00:00 PM,6,6,100.0,203.0,3.3833,0.0564,3,0,3,6,50.0,100.0,3,50.0
tatacapital,HIMACHAL PRADESH,BKT X,unknown,NORTH,08-10-2025,12:00:00 PM,23,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,ASSAM,BKT X,hindi,EAST,08-10-2025,12:00:00 PM,222,222,100.0,6531.0,108.85,1.8142,78,3,141,222,36.49,100.0,78,36.486486
tatacapital,JAMMU AND KASHMIR,BKT X,unknown,NORTH,08-10-2025,12:00:00 PM,53,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,JAMMU AND KASHMIR,BKT X,hindi,NORTH,08-10-2025,12:00:00 PM,12,12,100.0,321.0,5.35,0.0892,5,0,7,12,41.67,100.0,5,41.666667
tatacapital,GOA,BKT X,unknown,WEST,08-10-2025,12:00:00 PM,36,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,GOA,BKT X,hindi,WEST,08-10-2025,12:00:00 PM,9,9,100.0,219.0,3.65,0.0608,1,0,8,9,11.11,100.0,1,11.111111
tatacapital,TELANGANA,BKT X,hindi,SOUTH,08-10-2025,12:00:00 PM,71,71,100.0,1944.0,32.4,0.54,25,1,45,71,36.62,100.0,25,36.619718
tatacapital,PUNJAB,BKT X,unknown,NORTH,08-10-2025,12:00:00 PM,305,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,TAMIL NADU,BKT X,tamil,SOUTH,08-10-2025,12:00:00 PM,2,2,100.0,113.0,1.8833,0.0314,0,0,2,2,0.0,100.0,0,0.0
tatacapital,CHHATTISGARH,BKT X,hindi,WEST,08-10-2025,12:00:00 PM,50,50,100.0,1773.0,29.55,0.4925,26,2,22,50,56.0,100.0,26,56.0
tatacapital,TAMIL NADU,BKT X,english,SOUTH,08-10-2025,12:00:00 PM,1,1,100.0,42.0,0.7,0.0117,1,0,0,1,100.0,100.0,1,100.0
tatacapital,MAHARASHTRA,BKT X,english,WEST,08-10-2025,12:00:00 PM,1,1,100.0,66.0,1.1,0.0183,0,0,1,1,0.0,100.0,0,0.0
tatacapital,TAMIL NADU,BKT X,unknown,SOUTH,08-10-2025,02:00:00 PM,702,4,0.57,317.0,5.2833,0.0881,0,0,1,1,0.0,25.0,0,0.0
tatacapital,KARNATAKA,BKT X,hindi,SOUTH,08-10-2025,02:00:00 PM,279,279,100.0,6585.0,109.75,1.8292,51,3,225,279,19.35,100.0,51,19.354839
tatacapital,KERALA,BKT X,hindi,SOUTH,08-10-2025,02:00:00 PM,154,154,100.0,3059.0,50.9833,0.8497,10,0,144,154,6.49,100.0,10,6.493506
tatacapital,KERALA,BKT X,unknown,SOUTH,08-10-2025,02:00:00 PM,454,2,0.44,221.0,3.6833,0.0614,1,0,0,1,50.0,50.0,1,50.0
tatacapital,RAJASTHAN,BKT X,unknown,NORTH,08-10-2025,02:00:00 PM,589,4,0.68,209.0,3.4833,0.0581,0,0,0,0,0.0,0.0,0,0.0
tatacapital,WEST BENGAL,BKT X,unknown,EAST,08-10-2025,02:00:00 PM,2060,10,0.49,396.0,6.6,0.11,0,0,1,1,0.0,10.0,0,0.0
tatacapital,WEST BENGAL,BKT X,hindi,EAST,08-10-2025,02:00:00 PM,655,655,100.0,17758.0,295.9667,4.9328,176,10,469,655,28.4,100.0,176,28.396947
tatacapital,TAMIL NADU,BKT X,unknown,SOUTH,08-10-2025,01:00:00 PM,391,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,TAMIL NADU,BKT X,hindi,SOUTH,08-10-2025,01:00:00 PM,91,91,100.0,2142.0,35.7,0.595,7,1,83,91,8.79,100.0,7,8.791209
tatacapital,MAHARASHTRA,BKT X,unknown,WEST,08-10-2025,01:00:00 PM,786,2,0.25,141.0,2.35,0.0392,0,0,0,0,0.0,0.0,0,0.0
tatacapital,RAJASTHAN,BKT X,unknown,NORTH,08-10-2025,01:00:00 PM,246,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,MADHYA PRADESH,BKT X,unknown,WEST,08-10-2025,01:00:00 PM,283,2,0.71,137.0,2.2833,0.0381,0,0,0,0,0.0,0.0,0,0.0
tatacapital,KARNATAKA,BKT X,hindi,SOUTH,08-10-2025,01:00:00 PM,267,267,100.0,5810.0,96.8333,1.6139,48,4,215,267,19.48,100.0,48,19.475655
tatacapital,KARNATAKA,BKT X,unknown,SOUTH,08-10-2025,01:00:00 PM,789,2,0.25,78.0,1.3,0.0217,0,0,0,0,0.0,0.0,0,0.0
tatacapital,UTTAR PRADESH,BKT X,unknown,NORTH,08-10-2025,01:00:00 PM,496,6,1.21,381.0,6.35,0.1058,0,0,0,0,0.0,0.0,0,0.0
tatacapital,UTTAR PRADESH,BKT X,hindi,NORTH,08-10-2025,01:00:00 PM,176,176,100.0,5098.0,84.9667,1.4161,53,4,119,176,32.39,100.0,53,32.386364
tatacapital,KERALA,BKT X,hindi,SOUTH,08-10-2025,01:00:00 PM,112,112,100.0,2310.0,38.5,0.6417,14,2,96,112,14.29,100.0,14,14.285714
tatacapital,KERALA,BKT X,unknown,SOUTH,08-10-2025,01:00:00 PM,321,2,0.62,119.0,1.9833,0.0331,0,0,0,0,0.0,0.0,0,0.0
tatacapital,MAHARASHTRA,BKT X,hindi,WEST,08-10-2025,01:00:00 PM,233,233,100.0,6298.0,104.9667,1.7494,74,2,157,233,32.62,100.0,74,32.618026
tatacapital,MADHYA PRADESH,BKT X,hindi,WEST,08-10-2025,01:00:00 PM,100,100,100.0,3291.0,54.85,0.9142,34,5,61,100,39.0,100.0,34,39.0
tatacapital,DELHI,BKT X,hindi,NORTH,06-07-2025,12:00:00 PM,43,43,100.0,1525.0,25.4167,0.4236,12,0,31,43,27.91,100.0,12,27.906977
tatacapital,TAMIL NADU,BKT X,hindi,SOUTH,06-07-2025,12:00:00 PM,92,92,100.0,2731.0,45.5167,0.7586,8,1,83,92,9.78,100.0,8,9.782609
tatacapital,MAHARASHTRA,BKT X,hindi,WEST,06-07-2025,01:00:00 PM,342,342,100.0,10908.0,181.8,3.03,135,3,204,342,40.35,100.0,135,40.350877
tatacapital,UTTAR PRADESH,BKT X,unknown,NORTH,06-07-2025,10:00:00 AM,321,7,2.18,341.0,5.6833,0.0947,0,0,3,3,0.0,42.86,0,0.0
tatacapital,DELHI,BKT X,unknown,NORTH,06-07-2025,12:00:00 PM,80,2,2.5,72.0,1.2,0.02,0,0,1,1,0.0,50.0,0,0.0
tatacapital,MAHARASHTRA,BKT X,hindi,WEST,06-07-2025,11:00:00 AM,94,94,100.0,2794.0,46.5667,0.7761,27,0,67,94,28.72,100.0,27,28.723404
tatacapital,PUNJAB,BKT X,unknown,NORTH,06-07-2025,11:00:00 AM,42,1,2.38,34.0,0.5667,0.0094,0,0,0,0,0.0,0.0,0,0.0
tatacapital,BIHAR,BKT X,unknown,EAST,06-07-2025,11:00:00 AM,25,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,GOA,BKT X,unknown,WEST,06-07-2025,11:00:00 AM,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,KARNATAKA,BKT X,hindi,SOUTH,06-07-2025,11:00:00 AM,34,34,100.0,1287.0,21.45,0.3575,6,0,28,34,17.65,100.0,6,17.647059
tatacapital,PUNJAB,BKT X,hindi,NORTH,06-07-2025,12:00:00 PM,14,14,100.0,579.0,9.65,0.1608,4,0,10,14,28.57,100.0,4,28.571429
tatacapital,ODISHA,BKT X,hindi,EAST,06-07-2025,12:00:00 PM,11,11,100.0,388.0,6.4667,0.1078,4,1,6,11,45.45,100.0,4,45.454545
tatacapital,GUJARAT,BKT X,unknown,WEST,06-07-2025,12:00:00 PM,43,1,2.33,24.0,0.4,0.0067,0,0,0,0,0.0,0.0,0,0.0
tatacapital,UTTAR PRADESH,BKT X,hindi,NORTH,06-07-2025,03:00:00 PM,212,212,100.0,7416.0,123.6,2.06,73,4,135,212,36.32,100.0,73,36.320755
tatacapital,HARYANA,BKT X,unknown,NORTH,06-07-2025,11:00:00 AM,28,1,3.57,14.0,0.2333,0.0039,0,0,1,1,0.0,100.0,0,0.0
tatacapital,DELHI,BKT X,unknown,NORTH,06-07-2025,11:00:00 AM,92,1,1.09,38.0,0.6333,0.0106,0,0,0,0,0.0,0.0,0,0.0
tatacapital,MADHYA PRADESH,BKT X,hindi,WEST,06-07-2025,12:00:00 PM,230,230,100.0,9743.0,162.3833,2.7064,106,2,122,230,46.96,100.0,106,46.956522
tatacapital,RAJASTHAN,BKT X,unknown,NORTH,06-07-2025,10:00:00 AM,16,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
tatacapital,GOA,BKT X,unknown,WEST,06-07-2025,01:00:00 PM,63,19,30.16,465.0,7.75,0.1292,0,0,19,19,0.0,100.0,0,0.0
tatacapital,UTTAR PRADESH,BKT X,unknown,NORTH,06-07-2025,02:00:00 PM,341,12,3.52,541.0,9.0167,0.1503,0,0,3,3,0.0,25.0,0,0.0
tatacapital,WEST BENGAL,BKT X CHARGES,unknown,EAST,09-07-2025,01:00:00 PM,146,3,2.05,192.0,3.2,0.0533,0,0,1,1,0.0,33.33,0,0.0
tatacapital,ANDHRA PRADESH,BKT X,hindi,SOUTH,06-07-2025,11:00:00 AM,12,12,100.0,286.0,4.7667,0.0794,3,0,9,12,25.0,100.0,3,25.0
tatacapital,ODISHA,BKT X,unknown,EAST,06-07-2025,04:00:00 PM,254,30,11.81,1143.0,19.05,0.3175,0,0,25,25,0.0,83.33,0,0.0
tatacapital,WEST BENGAL,BKT X,unknown,EAST,06-07-2025,10:00:00 AM,39,2,5.13,114.0,1.9,0.0317,0,0,0,0,0.0,0.0,0,0.0
tatacapital,WEST BENGAL,BKT X,hindi,EAST,06-07-2025,12:00:00 PM,33,33,100.0,1141.0,19.0167,0.3169,10,0,23,33,30.3,100.0,10,30.30303
tatacapital,WEST BENGAL,BKT X,unknown,EAST,06-07-2025,12:00:00 PM,43,2,4.65,64.0,1.0667,0.0178,0,0,1,1,0.0,50.0,0,0.0
tatacapital,UTTARAKHAND,BKT X,hindi,NORTH,06-07-2025,12:00:00 PM,2,2,100.0,91.0,1.5167,0.0253,0,0,2,2,0.0,100.0,0,0.0
tatacapital,TELANGANA,BKT X,english,SOUTH,08-10-2025,12:00:00 PM,1,1,100.0,87.0,1.45,0.0242,0,0,1,1,0.0,100.0,0,0.0
